"00972"|"00446"|"001"|"DPC"|"December phi Cassiopeiids               "|" annual "|"-2"|"250.4  "|"20.7   "|"54.8   "|"       "|"       "|"16.5   "|"3.21   "|"0.887  "|"0.723  "|"220.3  "|"250.3  "|"17.2   "|"00102"|"   18"|"00"|"                                        "|"                                                                                                                                                      "|"C   "|"2) Jenniskens et al., 2018 sub. to PSS"|"LT"|"SD"
"00973"|"00448"|"000"|"AAL"|"April alpha Librids                     "|"2010/11 "|"-2"|"13.6   "|"219.7  "|"-12.9  "|"       "|"       "|"40.7   "|"       "|"0.070  "|"0.969  "|"332.8  "|"13.6   "|"9.2    "|"00006"|"00000"|"00"|"                                        "|"D-criterion detected, but no number density enhancement in larger sample - Jenniskens et al., 2016, Icarus, 266, 383.                                 "|"T   "|"1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A>"|"LT"|"SD" 
"00974"|"00448"|"001"|"AAL"|"April alpha Librids                     "|" annual "|"-2"|"14.4   "|"219.7  "|"-13.0  "|"       "|"       "|"37.7   "|"       "|"0.097  "|"0.945  "|"329.6  "|"14.4   "|"6.7    "|"00008"|"00000"|"00"|"                                        "|"D-criterion detected, but no number density enhancement in larger sample - Jenniskens et al., 2016, Icarus, 266, 383.                                 "|"T   "|"2) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..225K' target=_blank>Kornos et al., 2014</A>"|"LT"|"SD" 
"00975"|"00448"|"002"|"AAL"|"April alpha Librids                     "|" annual "|"-2"|"3.1    "|"215.1  "|"-8.0   "|"       "|"       "|"41.6   "|"1.73   "|"0.044  "|"0.974  "|"339.7  "|"3.1    "|"27.8   "|"00015"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"C   "|"3) Jenniskens et al., 2018 sub. to PSS"|"LT"|"SD"
"00976"|"00449"|"000"|"ABS"|"April beta Sextantids                   "|" annual "|"-2"|"13.6   "|"164.9  "|"4.4    "|"       "|"       "|"12.3   "|"       "|"0.899  "|"0.605  "|"42.9   "|"193.6  "|"1.5    "|"00007"|"00000"|"00"|"                                        "|"D-criterion detected, but no number density enhancement in larger sample - Jenniskens et al., 2016, Icarus, 266, 383.                                 "|"T   "|"1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A>"|"LT"|"SD"
"00977"|"00449"|"001"|"ABS"|"April beta Sextantids                   "|" annual "|"-2"|"7.3    "|"166.5  "|"5.55   "|"       "|"       "|"14.65  "|"       "|"0.844  "|"0.658  "|"52.4   "|"187.3  "|"0.7    "|"00005"|"00000"|"00"|"                                        "|"D-criterion detected, but no number density enhancement in larger sample - Jenniskens et al., 2016, Icarus, 266, 383.                                 "|"T   "|"2) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..225K' target=_blank>Kornos et al., 2014</A>"|"LT"|"SD" 
"00978"|"00450"|"000"|"AED"|"April epsilon Delphinids                "|" annual "|" 0"|"20.2   "|"307.2  "|"11.8   "|"       "|"       "|"61.5   "|"       "|"0.745  "|"0.997  "|"119.1  "|"20.1   "|"122.3  "|"00006"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"T   "|"1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A>"|"LT"|"SD"
"00979"|"00450"|"001"|"AED"|"April epsilon Delphinids                "|" annual "|" 0"|"20.0   "|"307.1  "|"11.6   "|"0.85   "|"0.24   "|"61.3   "|"13.77  "|"0.747  "|"0.975  "|"119.4  "|"17.0   "|"122.7  "|"00006"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"T   "|"2) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..371J' target=_blank>Jenniskens and Nenon, 2016, Icarus, 266, 371</A>"|"LT"|"SD"
"00980"|"00450"|"002"|"AED"|"April epsilon Delphinids                "|" annual "|"-2"|"22.6   "|"310.4  "|"13.1   "|"       "|"       "|"60.7   "|"39.9   "|"0.719  "|"0.983  "|"115.3  "|"22.6   "|"120.7  "|"00025"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"C   "|"3) Jenniskens et al., 2018 sub. to PSS"|"LT"|"SD"
"00981"|"00451"|"000"|"CAM"|"Camelopardalids                         "|" annual "|" 0"|"39.1   "|"172.6  "|"83.7   "|"       "|"       "|"14.7   "|"       "|"0.998  "|"0.619  "|"168.1  "|"39.1   "|"20.7   "|"00008"|"00000"|"00"|"209P/LINEAR                             "|"                                                                                                                                                      "|"T   "|"1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A>"|"LT"|"SD"
"00982"|"00451"|"001"|"CAM"|"Camelopardalids                         "|" annual "|" 0"|"40.6   "|"182.7  "|"83.2   "|"       "|"       "|"13.02  "|"       "|"1.000  "|"0.517  "|"167.9  "|"40.6   "|"19.0   "|"00004"|"00000"|"00"|"209P/LINEAR                             "|"                                                                                                                                                      "|"T   "|"2) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..225K' target=_blank>Kornos et al., 2014</A>"|"LT"|"SD" 
"00983"|"00451"|"002"|"CAM"|"Camelopardalids                         "|" annual "|" 0"|"39.0   "|"170.9  "|"76.8   "|"1.17   "|"-0.39  "|"14.0   "|"2.73   "|"0.999  "|"0.633  "|"167.6  "|"39.1   "|"19.1   "|"00019"|"00000"|"00"|"209P/LINEAR                             "|"                                                                                                                                                      "|"T   "|"3) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank> Jenniskens et al., 2016, Icarus, 266, 331 </A>"|"LT"|"SD"
"00984"|"00451"|"003"|"CAM"|"Camelopardalids                         "|" 2014   "|"-2"|"62.8   "|"120.0  "|"78.7   "|"       "|"       "|"15.3   "|"2.59   "|"0.966  "|"0.627  "|"151.5  "|"62.8   "|"20.2   "|"00015"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"C   "|"4) Jenniskens et al., 2018 sub. to PSS"|"LT"|"SD"
"00985"|"00451"|"004"|"CAM"|"Camelopardalids                         "|" annual "|"-2"|"62.9   "|"119.7  "|"79.8   "|"       "|"       "|"15.6   "|"2.58   "|"0.965  "|"0.626  "|"151.4  "|"62.9   "|"20.9   "|"00004"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"C   "|"5) Jenniskens et al., 2018 sub. to PSS"|"LT"|"SD"
"00986"|"00452"|"000"|"TVI"|"theta Virginids                         "|" annual "|"-2"|"39.5   "|"196.9  "|"-1.0   "|"       "|"       "|"14.9   "|"       "|"0.856  "|"0.683  "|"230.5  "|"039.6  "|"2.44   "|"00010"|"00000"|"00"|"2011 HP4, 2010 GE35                     "|"Not found back in larger data sample - Jenniskens & Nenon (2016) Icarus 266, 371;Jenniskens et al. (2018) PSS 154, 21.                                "|"T   "|"1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A>"|"LT"|"SD"
"00987"|"00453"|"000"|"MML"|"May mu Leonids                          "|" annual "|"-2"|"40.3   "|"145.5  "|"27.2   "|"       "|"       "|"7.7    "|"       "|"1.004  "|"0.545  "|"182.8  "|"40.7   "|"2.8    "|"00010"|"00000"|"00"|"2009 EF21 or 2008 EH                    "|"Not found back in larger data sample - Jenniskens & Nenon (2016) Icarus 266, 371;Jenniskens et al. (2018) PSS 154, 21.                                "|"T   "|"1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A>"|"LT"|"SD"
"00988"|"00454"|"000"|"MPV"|"May phi Virginids                       "|" annual "|"-2"|"41.6   "|"220.2  "|"0.3    "|"       "|"       "|"21.7   "|"       "|"0.652  "|"0.744  "|"259.7  "|"41.6   "|"10.4   "|"00012"|"00000"|"00"|"2005 JU1                                "|"Not found back in larger data sample - Jenniskens & Nenon (2016) Icarus 266, 371;Jenniskens et al. (2018) PSS 154, 21.                                "|"T   "|"1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A>"|"LT"|"SD"
"00989"|"00455"|"000"|"MAC"|"May alpha Comae Berenicids              "|" annual "|"-2"|"42.8   "|"205.2  "|"18.7   "|"       "|"       "|"13.7   "|"       "|"0.902  "|"0.612  "|"223.4  "|"42.8   "|"10.0   "|"00010"|"00000"|"00"|"73P/Schwassmann-Wachmann 3              "|"Not found back in larger data sample - Jenniskens & Nenon (2016) Icarus 266, 371;Jenniskens et al. (2018) PSS 154, 21.                                "|"T   "|"1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A>"|"LT"|"SD"
"00990"|"00456"|"000"|"MPS"|"May psi Scorpiids                       "|" annual "|" 0"|"61.5   "|"244.5  "|"-10.6  "|"       "|"       "|"25.4   "|"       "|"0.522  "|"0.805  "|"275.5  "|"61.5   "|"9.4    "|"00020"|"00000"|"00"|"2009 KM, 2003 HP32                      "|"                                                                                                                                                      "|"T   "|"1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A>"|"LT"|"SD"
"00991"|"00456"|"001"|"MPS"|"May psi Scorpiids                       "|" annual "|" 0"|"61.7   "|"243.7  "|"-10.5  "|"       "|"       "|"24.63  "|"       "|"0.541  "|"0.790  "|"273.2  "|"61.7   "|"9.0    "|"00026"|"00000"|"00"|"2009 KM, 2003 HP32                      "|"                                                                                                                                                      "|"T   "|"2) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..225K' target=_blank>Kornos et al., 2014</A>"|"LT"|"SD" 
"00992"|"00456"|"002"|"MPS"|"May psi Scorpiids                       "|" annual "|" 0"|"63.0   "|"245.6  "|"-10.9  "|"0.99   "|"-0.16  "|"25.1   "|"2.66   "|"0.523  "|"0.797  "|"275.1  "|"59.8   "|"9.2    "|"00018"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"T   "|"3) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank> Jenniskens et al., 2016, Icarus, 266, 331 </A>"|"LT"|"SD"
"00993"|"00456"|"003"|"MPS"|"May psi Scorpiids                       "|" annual "|"-2"|"79.3   "|"253.3  "|"-6.4   "|"       "|"       "|"21.2   "|"2.79   "|"0.678  "|"0.758  "|"256.5  "|"79.3   "|"10.2   "|"00358"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"C   "|"4) Jenniskens et al., 2018 sub. to PSS"|"LT"|"SD"
"00994"|"00457"|"000"|"MDL"|"May delta Leonids                       "|" annual "|"-2"|"54.1   "|"171.2  "|"20.9   "|"       "|"       "|"7.4    "|"       "|"1.003  "|"0.488  "|"189.1  "|"54.2   "|"3.1    "|"00007"|"00000"|"00"|"2013 KB, 2005 ED 318                    "|"Not found back in larger data sample - Jenniskens & Nenon (2016) Icarus 266, 371;Jenniskens et al. (2018) PSS 154, 21.                                "|"T   "|"1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A>"|"LT"|"SD"
"00995"|"00458"|"000"|"JEC"|"June epsilon Cygnids                    "|" annual "|" 0"|"82.3   "|"314.3  "|"33.2   "|"       "|"       "|"53.2   "|"       "|"0.914  "|"0.997  "|"216.8  "|"82.3   "|"95.6   "|"00009"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"T   "|"1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A>"|"LT"|"SD"
"00996"|"00458"|"001"|"JEC"|"June epsilon Cygnids                    "|" annual "|" 0"|"83.0   "|"315.5  "|"33.1   "|"       "|"       "|"52.11  "|"       "|"0.911  "|"0.888  "|"218.7  "|"83.0   "|"95.4   "|"00010"|"00000"|"00"|"2013 KB, 2005 ED 318                    "|"                                                                                                                                                      "|"T   "|"2) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..225K' target=_blank>Kornos et al., 2014</A>"|"LT"|"SD" 
"00997"|"00458"|"002"|"JEC"|"June epsilon Cygnids                    "|" annual "|" 0"|"83.0   "|"316.1  "|"33.7   "|"0.73   "|"0.29   "|"53.0   "|"11.58  "|"0.923  "|"0.923  "|"215.6  "|"83.4   "|"96.4   "|"00011"|"00000"|"00"|"2013 KB, 2005 ED 318                    "|"                                                                                                                                                      "|"T   "|"3) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..355J' target=_blank>Jenniskens et al., 2016, Icarus, 266, 355</A>"|"LT"|"SD"
"00998"|"00458"|"003"|"JEC"|"June epsilon Cygnids                    "|" annual "|"-2"|"82.7   "|"315.6  "|"33.5   "|"       "|"       "|"53.1   "|"22.4   "|"0.922  "|"0.959  "|"215.8  "|"82.7   "|"96.1   "|"00054"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"C   "|"4) Jenniskens et al., 2018 sub. to PSS"|"LT"|"SD"
"00999"|"00459"|"000"|"JEO"|"June epsilon Ophiuchids                 "|" annual "|" 0"|"84.1   "|"246.9  "|"-5.2   "|"       "|"       "|"15.6   "|"       "|"0.833  "|"0.656  "|"236.8  "|"084.1  "|"7.3    "|"00009"|"00000"|"00"|"P/2005 JQ5 (Catalina)                   "|"                                                                                                                                                      "|"T   "|"1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A>"|"LT"|"SD"
"01000"|"00459"|"001"|"JEO"|"June epsilon Ophiuchids                 "|" annual "|" 0"|"89.0   "|"244.7  "|"-8.8   "|"0.97   "|"-0.17  "|"14.9   "|"2.53   "|"0.866  "|"0.659  "|"230.3  "|"89.1   "|"4.9    "|"00013"|"00000"|"00"|"P/2005 JQ5 (Catalina)                   "|"                                                                                                                                                      "|"T   "|"2) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank> Jenniskens et al., 2016, Icarus, 266, 331 </A>"|"LT"|"SD"
"01001"|"00459"|"002"|"JEO"|"June epsilon Ophiuchids                 "|" annual "|"-2"|"90.0   "|"245.0  "|"-8.9   "|"       "|"       "|"13.9   "|"2.50   "|"0.877  "|"0.649  "|"229.3  "|"90.1   "|"4.9    "|"00024"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"C   "|"3) Jenniskens et al., 2018 sub. to PSS"|"LT"|"SD"
"01002"|"00460"|"000"|"LOP"|"lambda Ophiuchids                       "|" annual "|" 0"|"84.5   "|"257.2  "|"-3.7   "|"       "|"       "|"19.7   "|"       "|"0.741  "|"0.742  "|"248.2  "|"84.5   "|"11.1   "|"00037"|"00000"|"00"|"P/2005 JQ5 (Catalina)                   "|"                                                                                                                                                      "|"T   "|"1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A>"|"LT"|"SD"
"01003"|"00460"|"001"|"LOP"|"lambda Ophiuchids                       "|" annual "|" 0"|"85.9   "|"257.6  "|"-5.4   "|"       "|"       "|"19.62  "|"       "|"0.722  "|"0.724  "|"251.8  "|"85.9   "|"10.3   "|"00027"|"00000"|"00"|"P/2005 JQ5 (Catalina)                   "|"                                                                                                                                                      "|"T   "|"2) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..225K' target=_blank>Kornos et al., 2014</A>"|"LT"|"SD" 
"01004"|"00460"|"002"|"LOP"|"lambda Ophiuchids                       "|" annual "|" 0"|"91.0   "|"260.1  "|"-4.1   "|"0.95   "|"-0.07  "|"19.4   "|"3.03   "|"0.752  "|"0.750  "|"246.7  "|"89.1   "|"10.7   "|"00063"|"00000"|"00"|"P/2005 JQ5 (Catalina)                   "|"                                                                                                                                                      "|"T   "|"3) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank> Jenniskens et al., 2016, Icarus, 266, 331 </A>"|"LT"|"SD"
"01005"|"00460"|"003"|"LOP"|"lambda Ophiuchids                       "|" annual "|"-2"|"94.3   "|"260.6  "|"3.4    "|"       "|"       "|"19.3   "|"3.43   "|"0.797  "|"0.768  "|"239.8  "|"94.3   "|"14.4   "|"00002"|"   12"|"00"|"                                        "|"                                                                                                                                                      "|"C   "|"4) Jenniskens et al., 2018 sub. to PSS"|"LT"|"SD"
"01006"|"00461"|"000"|"JGS"|"July delta Sagittariids                 "|" annual "|"-2"|"108.9  "|"272.1  "|"-27.1  "|"       "|"       "|"16.3   "|"       "|"0.796  "|"0.692  "|"61.8   "|"288.8  "|"1.8    "|"00007"|"00000"|"00"|"2011 UE305                              "|"Not found back in larger data sample - Jenniskens & Nenon (2016) Icarus 266, 371;Jenniskens et al. (2018) PSS 154, 21.                                "|"T   "|"1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A>"|"LT"|"SD"
"01007"|"00462"|"000"|"JGP"|"July gamma Pegasids                     "|" annual "|"-2"|"120.8  "|"358.6  "|"014.2  "|"       "|"       "|"62.6   "|"       "|"0.524  "|"0.904  "|"273.8  "|"120.8  "|"150.0  "|"00008"|"00000"|"00"|"                                        "|"Part of  175/JPE                                                                                                                                      "|"T   "|"1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A>"|"LT"|"SD"
"01008"|"00462"|"001"|"JGP"|"July gamma Pegasids                     "|" annual "|"-2"|"120.5  "|"357.1  "|"013.3  "|"       "|"       "|"62.31  "|"       "|"0.484  "|"0.922  "|"275.2  "|"120.5  "|"149.4  "|"00012"|"00000"|"00"|"                                        "|"Part of  175/JPE                                                                                                                                      "|"T   "|"2) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..225K' target=_blank>Kornos et al., 2014</A>"|"LT"|"SD" 
"01009"|"00463"|"000"|"JRH"|"July rho Herculids                      "|" annual "|"-2"|"124.6  "|"265.1  "|"36.4   "|"       "|"       "|"15.6   "|"       "|"0.981  "|"0.633  "|"203.8  "|"124.6  "|"21.3   "|"00008"|"00000"|"00"|"2011 MC                                 "|"D-criterion detected, but no number density enhancement in larger sample - Jenniskens et al., 2016, Icarus, 266, 383.                                 "|"T   "|"1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A>"|"LT"|"SD"
"01010"|"00463"|"001"|"JRH"|"July rho Herculids                      "|" annual "|"-2"|"125.8  "|"265.9  "|"36.2   "|"       "|"       "|"14.8   "|"       "|"0.982  "|"0.553  "|"204.5  "|"125.8  "|"19.73  "|"00008"|"00000"|"00"|"2011 MC                                 "|"D-criterion detected, but no number density enhancement in larger sample - Jenniskens et al., 2016, Icarus, 266, 383.                                 "|"T   "|"2) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..225K' target=_blank>Kornos et al., 2014</A>"|"LT"|"SD" 
"01011"|"00464"|"000"|"KLY"|"kappa Lyrids                            "|" annual "|" 0"|"126.9  "|"277.5  "|"33.3   "|"       "|"       "|"18.6   "|"       "|"0.939  "|"0.698  "|"215.1  "|"126.8  "|"24.7   "|"00006"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"T   "|"1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A>"|"LT"|"SD"
"01012"|"00464"|"001"|"KLY"|"kappa Lyrids                            "|" annual "|" 0"|"125.9  "|"276.3  "|"34.8   "|"       "|"       "|"18.61  "|"       "|"0.945  "|"0.695  "|"213.6  "|"125.9  "|"25.1   "|"00006"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"T   "|"2) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..225K' target=_blank>Kornos et al., 2014</A>"|"LT"|"SD" 
"01013"|"00464"|"002"|"KLY"|"kappa Lyrids                            "|" annual "|" 0"|"125.0  "|"276.7  "|"33.5   "|"0.33   "|"0.03   "|"19.0   "|"3.39   "|"0.939  "|"0.722  "|"214.6  "|"125.5  "|"25.4   "|"00008"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"T   "|"3) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank> Jenniskens et al., 2016, Icarus, 266, 331 </A>"|"LT"|"SD"
"01014"|"00465"|"000"|"AXC"|"August xi Cassiopeiids                  "|" annual "|" 0"|"135.8  "|"4.9    "|"48.9   "|"       "|"       "|"55.5   "|"       "|"0.907  "|"0.887  "|"219.1  "|"135.8  "|"104.9  "|"00009"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"T   "|"1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A>"|"LT"|"SD"
"01015"|"00465"|"001"|"AXC"|"August xi Cassiopeiids                  "|" annual "|" 0"|"136.1  "|"4.7    "|"48.9   "|"       "|"       "|"54.72  "|"       "|"0.898  "|"0.834  "|"221.4  "|"136.1  "|"104.2  "|"00014"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"T   "|"2) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..225K' target=_blank>Kornos et al., 2014</A>"|"LT"|"SD" 
"01016"|"00465"|"002"|"AXC"|"August xi Cassiopeiids                  "|" annual "|" 0"|"136.0  "|"5.2    "|"48.6   "|"0.96   "|"0.40   "|"56.5   "|"15.27  "|"0.910  "|"0.940  "|"217.8  "|"136.1  "|"106.1  "|"00007"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"T   "|"3) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank> Jenniskens et al., 2016, Icarus, 266, 331 </A>"|"LT"|"SD"
"01017"|"00465"|"003"|"AXC"|"August xi Cassiopeiids                  "|" annual "|"-2"|"134.8  "|"3.7    "|"49.1   "|"       "|"       "|"55.8   "|"14.0   "|"0.915  "|"0.935  "|"217.1  "|"134.8  "|"104.6  "|"00058"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"C   "|"4) Jenniskens et al., 2018 sub. to PSS"|"LT"|"SD"
"01018"|"00466"|"000"|"AOC"|"August omicron Cetids                   "|" annual "|" 0"|"138.5  "|"30.7   "|"0.3    "|"       "|"       "|"67.5   "|"       "|"0.724  "|"1.016  "|"064.2  "|"318.5  "|"157.9  "|"00008"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"T   "|"1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A>"|"LT"|"SD"
"01019"|"00466"|"001"|"AOC"|"August omicron Cetids                   "|" annual "|" 0"|"136.8  "|"29.0   "|"0.9    "|"       "|"       "|"65.84  "|"       "|"0.696  "|"0.901  "|"064.2  "|"316.8  "|"159.8  "|"00006"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"T   "|"2) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..225K' target=_blank>Kornos et al., 2014</A>"|"LT"|"SD" 
"01020"|"00466"|"002"|"AOC"|"August omicron Cetids                   "|" annual "|" 0"|"138.0  "|"29.8   "|"-0.1   "|"0.92   "|"0.34   "|"66.4   "|"13.20  "|"0.695  "|"0.950  "|"68.3   "|"318.3  "|"157.2  "|"00013"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"T   "|"3) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank> Jenniskens et al., 2016, Icarus, 266, 331 </A>"|"LT"|"SD"
"01021"|"00466"|"003"|"AOC"|"August omicron Cetids                   "|" annual "|"-2"|"138.2  "|"30.1   "|"0.1    "|"       "|"       "|"66.6   "|"22.1   "|"0.701  "|"0.969  "|"68.1   "|"318.2  "|"157.7  "|"00019"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"C   "|"4) Jenniskens et al., 2018 sub. to PSS"|"LT"|"SD"
"01022"|"00467"|"000"|"ANA"|"August nu Aquariids                     "|" annual "|" 0"|"139.4  "|"317.1  "|"-13.1  "|"       "|"       "|"21.8   "|"       "|"0.618  "|"0.781  "|"263.6  "|"139.4  "|"2.6    "|"00013"|"00000"|"00"|"72P/Denning-Fujikawa                    "|"                                                                                                                                                      "|"T   "|"1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A>"|"LT"|"SD"
"01023"|"00467"|"001"|"ANA"|"August nu Aquariids                     "|" annual "|" 0"|"139.5  "|"318.1  "|"-12.2  "|"       "|"       "|"21.35  "|"       "|"0.612  "|"0.752  "|"265.6  "|"139.5  "|"2.6    "|"00023"|"00000"|"00"|"72P/Denning-Fujikawa                    "|"                                                                                                                                                      "|"T   "|"2) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..225K' target=_blank>Kornos et al., 2014</A>"|"LT"|"SD" 
"01024"|"00468"|"000"|"AAH"|"August alpha Herculids                  "|" annual "|"-2"|"142.1  "|"267.2  "|"19.2   "|"       "|"       "|"11.2   "|"       "|"0.987  "|"0.598  "|"200.6  "|"142.1  "|"11.9   "|"00006"|"00000"|"00"|"                                        "|"D-criterion detected, but no number density enhancement in larger sample - Jenniskens et al., 2016, Icarus, 266, 383.                                 "|"T   "|"1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A>"|"LT"|"SD"
"01025"|"00468"|"001"|"AAH"|"August alpha Herculids                  "|" annual "|"-2"|"136.3  "|"267.8  "|"20.6   "|"       "|"       "|"12.47  "|"       "|"0.977  "|"0.631  "|"204.4  "|"136.3  "|"13.5   "|"00007"|"00000"|"00"|"                                        "|"D-criterion detected, but no number density enhancement in larger sample - Jenniskens et al., 2016, Icarus, 266, 383.                                 "|"T   "|"2) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..225K' target=_blank>Kornos et al., 2014</A>"|"LT"|"SD" 
"01026"|"00469"|"000"|"AUS"|"August upsilon Sagittariids             "|" annual "|"-2"|"145.1  "|"287.9  "|"-12.2  "|"       "|"       "|"11.1   "|"       "|"0.930  "|"0.601  "|"217.8  "|"145.1  "|"3.0    "|"00007"|"00000"|"00"|"                                        "|"Not found back in larger data sample - Jenniskens & Nenon (2016) Icarus 266, 371;Jenniskens et al. (2018) PSS 154, 21.                                "|"T   "|"1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A>"|"LT"|"SD"
"01027"|"00470"|"000"|"AMD"|"August mu Draconids                     "|" annual "|" 0"|"145.4  "|"253.7  "|"58.8   "|"       "|"       "|"19.5   "|"       "|"1.011  "|"0.654  "|"177.2  "|"145.4  "|"30.3   "|"00006"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"T   "|"1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A>"|"LT"|"SD"
"01028"|"00470"|"001"|"AMD"|"August mu Draconids                     "|" annual "|" 0"|"144.4  "|"254.8  "|"58.2   "|"       "|"       "|"18.98  "|"       "|"1.012  "|"0.631  "|"178.4  "|"144.4  "|"29.5   "|"00017"|"00000"|"00"|"                                        "|"                                                                                                                                                      "|"T   "|"2) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..225K' target=_blank>Kornos et al., 2014</A>"|"LT"|"SD" 
"01029"|"00470"|"002"|"AMD"|"August mu Draconids                     "|" annual "|" 0"|"149.0  "|"256.4  "|"62.5   "|"0.18   "|"-0.09  "|"21.3   "|"2.87   "|"1.009  "|"0.648  "|"175.5  "|"149.5  "|"33.8   "|"00053"|"00000"|"00"|"2008 ED69                               "|"                                                                                                                                                      "|"T   "|"3) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank> Jenniskens et al., 2016, Icarus, 266, 331 </A>"|"LT"|"SD"
